"congressman_id","congressman_entry_id","budget_id","date","value","object","to","cost_center_id","cost_center_name","cost_center_code","parent_code"
"37","728","173","2019-06-10 14:06:19","-3500.00","LOCAÇÃO DE AUTOMÓVEL","HORIZONTE 16L V  LTDA EPP","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","14600","1460","2020-12-01 12:33:52","-10.00","TARIFA BANCARIA / CARTÃO DE DEBITO","ITAU UNIBANCO S.A.","28","Tarifas bancárias da conta corrente","XI",""
"16","14601","1460","2020-12-01 12:35:48","-9000.00","LOCAÇÃO DE VEICULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","14618","1460","2020-12-28 14:15:28","-106859.88","DEVOLUÇÃO DE SALDO NÃO UTILIZADO ACUMULADO NO SEMESTRE A ALERJ","Assembleia Legislativa do Estado do Rio de Janeiro","26","Devolução de saldo","4",""
"16","14595","1390","2020-11-01 12:18:38","-10.00","TARIFA BANCARIA / CARTÃO DE DEBITO","ITAU UNIBANCO S.A.","28","Tarifas bancárias da conta corrente","XI",""
"16","14597","1390","2020-11-03 12:21:59","-9000.00","LOCAÇÃO DE VEICULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","14589","1318","2020-10-01 11:57:42","-10.00","TARIFA BANCARIA / CARTÃO DE DEBITO","ITAU UNIBANCO S.A.","28","Tarifas bancárias da conta corrente","XI",""
"16","14590","1318","2020-10-01 11:59:09","-9000.00","LOCAÇÃO DE VEICULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","12628","1248","2020-09-01 14:11:55","-9000.00","LOCAÇÃO DE VEICULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","12626","1248","2020-09-01 13:52:46","-10.00","TARIFA BANCARIA / CARTÃO DE DEBITO","ITAU UNIBANCO S.A.","28","Tarifas bancárias da conta corrente","XI",""
"16","12393","1178","2020-08-01 18:14:05","-10.00","TARIFA BANCARIA / CARTÃO DE DEBITO","ITAU UNIBANCO S.A.","28","Tarifas bancárias da conta corrente","XI",""
"16","12394","1178","2020-08-03 18:23:51","-9000.00","LOCAÇÃO DE VEICULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","12051","1108","2020-07-01 14:57:52","-10.00","TARIFA BANCARIA / CARTÃO DE DEBITO","ITAU UNIBANCO S.A.","28","Tarifas bancárias da conta corrente","XI",""
"16","12052","1108","2020-07-01 15:00:26","-9000.00","LOCAÇÃO DE VEÍCULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","10224","1033","2020-06-01 15:45:03","-9000.00","LOCAÇÃO DE VEÍCULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","10225","1033","2020-06-01 15:46:43","-10.00","TARIFA BANCARIA / CARTÃO DE DEBITO","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"16","11142","1033","2020-06-30 19:49:09","-106859.88","Devolução de saldo acumulado não utilizado a ALERJ","Assembleia Legislativa do Estado do Rio de Janeiro","26","Devolução de saldo","4",""
"16","9140","962","2020-05-06 20:35:38","-9000.00","LOCAÇÃO DE VEICULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","9139","962","2020-05-01 20:32:44","-10.00","TARIFA BANCARIA / CARTÃO DE DEBITO","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"16","9136","891","2020-04-01 20:11:50","-10.00","TARIFA BANCARIA / CARTÃO DE DEBITO","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"16","9134","891","2020-04-01 20:08:15","-9000.00","LOCAÇÃO DE VEICULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","6884","819","2020-03-04 20:00:13","-9000.00","LOCAÇÃO DE VEICULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","8960","819","2020-03-02 19:26:51","-10.00","TARIFA BANCARIA / CARTÃO DE DEBITO","ITAU","28","Tarifas bancárias da conta corrente","XI",""
"16","6881","748","2020-02-07 19:48:44","-9000.00","LOCAÇÃO DE VEICULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","8375","748","2020-02-03 20:09:56","-10.00","TARIFA BANCARIA/ CARTÃO DE DEBITO","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"16","6879","678","2020-01-07 19:33:25","-9000.00","Aluguel mensal de Veiculo","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","6965","678","2020-01-31 17:36:19","-10.00","TARIFA BANCARIA / CARTÃO DE DEBITO","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"16","4802","608","2019-12-26 14:32:34","-7800.00","LOCAÇÃO DE VEICULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"16","4916","608","2019-12-27 19:57:01","-66593.94","Devolução de saldo acumulado não utilizado","Assembleia Legislativa do Estado do Rio de Janeiro","26","Devolução de saldo","4",""
"16","4793","538","2019-11-30 18:01:05","-6066.00","LOCAÇÃO DE VEICULO AUTOMOTIVO","Servcar Soluções Automotivas Ltda","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","14548","1487","2020-12-07 19:50:00","-236.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","14547","1487","2020-12-02 19:47:53","-255.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","14549","1487","2020-12-10 19:59:42","-228.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","14550","1487","2020-12-15 20:20:23","-233.04","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","14570","1487","2020-12-19 00:54:43","-1036.08","ENERGIA ELETRICA","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","14585","1487","2020-12-23 17:36:51","-236.99","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","14569","1487","2020-12-18 00:51:12","-1597.65","LOCACAO DE IMOVEL","ELIANE TERRA DE ABREU BRUCE KIND","7","Locação de imóveis","III.a","III"
"45","14568","1487","2020-12-01 00:47:38","-8000.00","LOCACAO DE VEICULO","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","14545","1487","2020-12-01 19:43:36","-10.00","TAR CARTAO SERVICO EMP","ITAU UNIBANCO S.A.","28","Tarifas bancárias da conta corrente","XI",""
"45","14567","1487","2020-12-17 00:37:45","-220.02","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","14633","1487","2020-12-30 14:15:52","-79925.60","DEVOLUÇAO DO SALDO ACUMULADO DO SEGUNDO SEMESTRE 2020","Assembleia Legislativa do Estado do Rio de Janeiro","26","Devolução de saldo","4",""
"45","14503","1417","2020-11-21 19:03:53","-469.10","ENERGIA ELETRICA","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","14506","1417","2020-11-27 23:04:38","-39.13","FORNECIMENTO DE AGUA","FONTES DA SERRA SANEAMENTO DE GUAPIMIRIM LTDA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","14505","1417","2020-11-30 22:57:37","-1597.65","LOCACAO DE IMOVEL","ELIANE TERRA DE ABREU BRUCE KIND","7","Locação de imóveis","III.a","III"
"45","14502","1417","2020-11-03 19:01:14","-10.00","TAR CARTAO SERVICO EMP","ITAU UNIBANCO S.A.","28","Tarifas bancárias da conta corrente","XI",""
"45","14504","1417","2020-11-03 22:15:45","-8000.00","LOCACAO DE VEICULO","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","13587","1346","2020-10-22 10:40:19","-528.80","ENERGIA ELETRICA","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","13588","1346","2020-10-27 11:02:42","-39.13","FORNECIMENTO DE AGUA","FONTES DA SERRA SANEAMENTO DE GUAPIMIRIM LTDA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","13586","1346","2020-10-29 10:27:43","-1597.65","LOCACAO DE IMOVEL","ELIANE TERRA DE ABREU BRUCE KIND","7","Locação de imóveis","III.a","III"
"45","13584","1346","2020-10-01 10:23:27","-8000.00","LOCACAO DE VEICULOS","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","13905","1346","2020-10-01 23:33:01","-10.00","TAR CARTAO SERVICO EMP","ITAU UNIBANCO S.A.","28","Tarifas bancárias da conta corrente","XI",""
"45","12697","1276","2020-09-01 15:48:55","-10.00","TAR CARTAO SERVICO EMP","ITAU UNIBANCO S.A.","28","Tarifas bancárias da conta corrente","XI",""
"45","12698","1276","2020-09-04 15:51:44","-250.02","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12699","1276","2020-09-04 15:53:36","-249.99","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12700","1276","2020-09-10 15:54:44","-247.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12701","1276","2020-09-10 15:55:35","-235.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12702","1276","2020-09-15 16:35:08","-250.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12703","1276","2020-09-15 16:36:12","-218.05","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12704","1276","2020-09-19 16:37:17","-250.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12705","1276","2020-09-19 16:38:21","-230.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12706","1276","2020-09-22 16:41:14","-250.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12707","1276","2020-09-22 16:43:40","-216.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12708","1276","2020-09-25 16:45:25","-259.99","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12709","1276","2020-09-25 16:51:40","-252.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12716","1276","2020-09-12 22:20:06","-226.04","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12710","1276","2020-09-30 23:49:21","-2430.00","LOCACAO DE VEICULOS","G.P. PORTILHO SERVIÇOS E LOCAÇÕES EIRELI","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","12711","1276","2020-09-29 23:53:17","-39.13","FORNECIMENTO DE AGUA","FONTES DA SERRA SANEAMENTO DE GUAPIMIRIM LTDA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","12714","1276","2020-09-30 00:03:19","-1597.65","LOCACAO DE IMOVEL","ELIANE TERRA DE ABREU BRUCE KIND","7","Locação de imóveis","III.a","III"
"45","12715","1276","2020-09-12 22:20:24","-254.06","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","12712","1276","2020-09-01 23:55:37","-8000.00","LOCACAO DE VEICULOS","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","12713","1276","2020-09-21 19:12:25","-671.63","FORNECIMENTO DE ENERGIA","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","11698","1206","2020-08-12 01:33:04","-250.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11688","1206","2020-08-21 19:29:22","-699.20","ENERGIA ELETRICA","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","11666","1206","2020-08-03 18:01:41","-10.00","TAR CARTAO SERVICO EMP","ITAU UNIBANCO S.A.","28","Tarifas bancárias da conta corrente","XI",""
"45","11691","1206","2020-08-03 19:38:24","-8000.00","LOCACAO DE VEICULOS","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","11689","1206","2020-08-26 19:33:31","-39.13","FORNECIMENTO DE AGUA","FONTES DA SERRA SANEAMENTO DE GUAPIMIRIM LTDA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","11672","1206","2020-08-07 19:05:24","-268.41","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11673","1206","2020-08-07 19:06:32","-252.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11696","1206","2020-08-04 01:31:17","-255.02","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11674","1206","2020-08-14 19:07:47","-248.30","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11675","1206","2020-08-14 19:09:04","-254.99","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11678","1206","2020-08-19 19:12:23","-200.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11680","1206","2020-08-25 19:13:29","-260.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11682","1206","2020-08-25 19:14:34","-232.02","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11684","1206","2020-08-28 19:16:32","-238.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11685","1206","2020-08-28 19:18:25","-232.05","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11692","1206","2020-08-31 19:41:40","-2430.00","LOCACAO DE VEICULOS","G.P. PORTILHO SERVIÇOS E LOCAÇÕES EIRELI","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","11695","1206","2020-08-04 01:30:00","-248.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11697","1206","2020-08-12 01:32:16","-257.49","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11677","1206","2020-08-19 19:10:50","-225.07","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","11690","1206","2020-08-31 19:35:41","-1597.65","LOCACAO DE IMOVEL","ELIANE TERRA DE ABREU BRUCE KIND","7","Locação de imóveis","III.a","III"
"45","10745","1136","2020-07-01 02:20:36","-10.00","TAR CARTAO SERVICO EMP","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"45","10614","1136","2020-07-11 21:35:49","-191.17","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10613","1136","2020-07-11 21:27:05","-183.91","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10612","1136","2020-07-04 21:22:41","-160.87","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10615","1136","2020-07-14 21:40:28","-180.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10616","1136","2020-07-14 21:43:57","-169.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10618","1136","2020-07-18 21:53:40","-194.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10611","1136","2020-07-04 21:18:38","-147.17","COMUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10619","1136","2020-07-21 21:56:18","-257.07","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10621","1136","2020-07-25 22:14:10","-249.99","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10622","1136","2020-07-25 22:18:29","-220.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10623","1136","2020-07-28 22:26:10","-244.10","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10624","1136","2020-07-28 22:33:37","-199.98","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10625","1136","2020-07-31 22:38:14","-257.97","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10626","1136","2020-07-31 22:46:21","-199.99","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10743","1136","2020-07-22 02:06:06","-556.30","FORNECIMENTO  DE ENERGIA","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","10740","1136","2020-07-01 01:22:50","-8000.00","LOCACAO DE VEICULOS","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","10744","1136","2020-07-28 02:10:26","-39.13","FORNECIMENTO DE AGUA","FONTES DA SERRA SANEAMENTO DE GUAPIMIRIM LTDA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","10741","1136","2020-07-31 01:31:08","-2430.00","LOCACAO DE VEICULOS","G.P. PORTILHO SERVIÇOS E LOCAÇÕES EIRELI","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","10742","1136","2020-07-31 02:01:41","-1597.65","LOCACAO DE IMOVEL","ELIANE TERRA DE ABREU BRUCE KIND","7","Locação de imóveis","III.a","III"
"45","10777","1136","2020-07-08 21:40:57","-173.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10778","1136","2020-07-08 21:46:00","-179.75","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10620","1136","2020-07-21 22:08:15","-240.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10617","1136","2020-07-18 21:46:54","-235.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10059","1062","2020-06-06 00:02:55","-180.59","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10060","1062","2020-06-06 00:06:56","-165.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10066","1062","2020-06-20 14:03:18","-180.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10061","1062","2020-06-01 12:43:57","-8000.00","LOCACAO DE VEICULOS","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","10062","1062","2020-06-10 12:52:32","-187.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10067","1062","2020-06-20 14:06:59","-169.98","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10053","1062","2020-06-01 23:45:20","-10.00","TAR CARTAO SERVICO EMP","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"45","10063","1062","2020-06-12 13:01:51","-166.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10054","1062","2020-06-03 23:52:43","-192.11","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10068","1062","2020-06-23 14:13:22","-180.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10064","1062","2020-06-16 13:06:27","-189.98","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10055","1062","2020-06-03 23:58:32","-181.04","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10069","1062","2020-06-23 14:17:34","-170.02","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10065","1062","2020-06-16 13:57:16","-166.99","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10071","1062","2020-06-25 14:20:02","-147.17","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10076","1062","2020-06-22 15:42:40","-135.32","ENERGIA ELETRICA","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","10108","1062","2020-06-29 00:09:32","-1597.65","LOCACAO DE IMOVEIS","ELIANE TERRA DE ABREU BRUCE KIND","7","Locação de imóveis","III.a","III"
"45","10109","1062","2020-06-30 00:16:41","-2430.00","LOCACAO DE VEICULOS","G.P. PORTILHO SERVIÇOS E LOCAÇÕES EIRELI","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","10074","1062","2020-06-25 14:25:12","-177.89","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","10110","1062","2020-06-03 02:25:20","-774.40","CARTA NAO COMERCIAL","EMP. BRAS. DE CORREIOS E TELEGRAFOS","5","Serviços e produtos postais previstos nos contratos celebrados pela Assembleia Legislativa, vedadas as aquisições de selos e remessas de cartões postais","II",""
"45","10075","1062","2020-06-26 15:37:06","-39.13","FORNECIMENTO DE AGUA","FONTES DA SERRA SANEAMENTO DE GUAPIMIRIM LTDA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","11145","1062","2020-06-30 23:23:25","-66185.29","DEVOLUÇÃO DE SALDO ACUMULADO NO PRIMEIRO SEMESTRE DE 2020","Assembleia Legislativa do Estado do Rio de Janeiro","26","Devolução de saldo","4",""
"45","9308","991","2020-05-26 23:02:40","-215.07","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","9320","991","2020-05-27 02:19:59","-39.13","FORNECIMENTO DEAGUA","FONTES DA SERRA SANEAMENTO DE GUAPIMIRIM LTDA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","9292","991","2020-05-11 19:19:10","-250.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","9253","991","2020-05-04 03:29:20","-10.00","TAR CARTAO SERVICO EMP","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"45","9291","991","2020-05-05 19:16:05","-245.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","9290","991","2020-05-05 19:13:22","-250.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","9289","991","2020-05-04 18:54:58","-8000.00","LOCACAO DE VEICULOS","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","9294","991","2020-05-11 19:22:28","-220.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","9322","991","2020-05-27 02:32:26","-1500.00","LOCACAO DE IMOVEIS","ELIANE TERRA DE ABREU BRUCE KIND","7","Locação de imóveis","III.a","III"
"45","9319","991","2020-05-22 02:12:44","-190.81","ENERGIA ELETRICA","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"45","9309","991","2020-05-26 23:05:57","-197.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","9321","991","2020-05-29 02:27:50","-2430.00","LOCACAO DE VEICULOS","G.P. PORTILHO SERVIÇOS E LOCAÇÕES EIRELI","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"45","9310","991","2020-05-29 23:09:10","-228.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","9311","991","2020-05-29 23:14:23","-195.01","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","9298","991","2020-05-15 19:31:31","-245.02","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","9306","991","2020-05-15 22:58:18","-200.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","8485","920","2020-04-01 17:32:34","-230.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","8524","920","2020-04-07 23:30:39","-230.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","8525","920","2020-04-07 23:32:15","-257.00","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"45","8526","920","2020-04-09 23:34:18","-215.99","COMBUSTIVEL","STATUS RIO AUTO SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
